supplier_name,industry
江苏远航精密合金科技股份有限公司,光伏、储能与新能源设备
广州海鸥住宅工业股份有限公司,金属与基础材料
山东键邦新材料股份有限公司,化工与新材料
广州白云山医药集团股份有限公司,医药与原料药制造
安徽壹石通材料科技股份有限公司,电子元器件
深圳市中科蓝讯科技股份有限公司,半导体
浙江万安科技股份有限公司,汽车零部件
南京磁谷科技股份有限公司,机械设备
河南辉煌科技股份有限公司,电气设备
江苏通灵电器股份有限公司,光伏、储能与新能源设备
张家港中环海陆高端装备股份有限公司,金属与基础材料
山东阳谷华泰化工股份有限公司,化工与新材料
广州达安基因股份有限公司,医药与原料药制造
安徽晶赛科技股份有限公司,电子元器件
深圳市共进电子股份有限公司,半导体
浙江万里扬股份有限公司,汽车零部件
南京腾亚精工科技股份有限公司,机械设备
河南通达电缆股份有限公司,电气设备
江苏酉立智能装备股份有限公司,光伏、储能与新能源设备
张家港海锅新能源装备股份有限公司,金属与基础材料
山东隆华新材料股份有限公司,化工与新材料
广西中哲精化科技股份有限公司,医药与原料药制造
安徽芯瑞达科技股份有限公司,电子元器件
深圳市兴森快捷电路科技股份有限公司,半导体
浙江世宝股份有限公司,汽车零部件
南京迪威尔高端制造股份有限公司,机械设备
泰胜风能集团股份有限公司,电气设备
江西海源复合材料科技股份有限公司,光伏、储能与新能源设备
张小泉股份有限公司,金属与基础材料
山东鲁北化工股份有限公司,化工与新材料
广西梧州中恒集团股份有限公司,医药与原料药制造
安徽铜冠铜箔集团股份有限公司,电子元器件
深圳市劲拓自动化设备股份有限公司,半导体
浙江中马传动股份有限公司,汽车零部件
南京雷尔伟新技术股份有限公司,机械设备
泰豪科技股份有限公司,电气设备
江西赣锋锂业集团股份有限公司,光伏、储能与新能源设备
徐州浩通新材料科技集团股份有限公司,金属与基础材料
山东齐鲁华信实业股份有限公司,化工与新材料
广誉远中药股份有限公司,医药与原料药制造
安徽铜峰电子股份有限公司,电子元器件
深圳市大为创新科技股份有限公司,半导体
浙江亚太机电股份有限公司,汽车零部件
南兴装备股份有限公司,机械设备
浙江万马股份有限公司,电气设备
沧州明珠塑料股份有限公司,光伏、储能与新能源设备
怡球金属资源再生(中国)股份有限公司,金属与基础材料
山西同德化工股份有限公司,化工与新材料
康希诺生物股份公司,医药与原料药制造
安徽龙磁科技股份有限公司,电子元器件
深圳市容大感光科技股份有限公司,半导体
浙江今飞凯达轮毂股份有限公司,汽车零部件
南方泵业股份有限公司,机械设备
浙江亿田智能厨电股份有限公司,电气设备
河南安彩高科股份有限公司,光伏、储能与新能源设备
恒锋工具股份有限公司,金属与基础材料
山西壶化集团股份有限公司,化工与新材料
康美药业股份有限公司,医药与原料药制造
安福县海能实业股份有限公司,电子元器件
深圳市德明利技术股份有限公司,半导体
浙江仙通橡塑股份有限公司,汽车零部件
南方风机股份有限公司,机械设备
浙江兆龙互连科技股份有限公司,电气设备
河南平高电气股份有限公司,光伏、储能与新能源设备
悍高集团股份有限公司,金属与基础材料
山西永东化工股份有限公司,化工与新材料
康芝药业股份有限公司,医药与原料药制造
宏昌电子材料股份有限公司,电子元器件
深圳市捷佳伟创新能源装备股份有限公司,半导体
浙江兆丰机电股份有限公司,汽车零部件
南昌矿机集团股份有限公司,机械设备
浙江天正电气股份有限公司,电气设备
河南易成新能源股份有限公司,光伏、储能与新能源设备
惠丰钻石股份有限公司,金属与基础材料
山西潞安化工科技股份有限公司,化工与新材料
德展大健康股份有限公司,医药与原料药制造
宝鼎科技股份有限公司,电子元器件
深圳市昌红科技股份有限公司,半导体
浙江华远汽车科技股份有限公司,汽车零部件
南通国盛智能科技集团股份有限公司,机械设备
浙江帅丰电器股份有限公司,电气设备
浙江华友钴业股份有限公司,光伏、储能与新能源设备
惠达卫浴股份有限公司,金属与基础材料
山西焦化股份有限公司,化工与新材料
恩威医药股份有限公司,医药与原料药制造
宸展光电(厦门)股份有限公司,电子元器件
深圳市易天自动化设备股份有限公司,半导体
浙江双环传动机械股份有限公司,汽车零部件
南通星球石墨股份有限公司,机械设备
浙江捷昌线性驱动科技股份有限公司,电气设备
浙江南都电源动力股份有限公司,光伏、储能与新能源设备
扬州海昌新材股份有限公司,金属与基础材料
岳阳兴长石化股份有限公司,化工与新材料
悦康药业集团股份有限公司,医药与原料药制造
富士康工业互联网股份有限公司,电子元器件
深圳市智立方自动化设备股份有限公司,半导体
浙江天成自控股份有限公司,汽车零部件
南通超达装备股份有限公司,机械设备
浙江方正电机股份有限公司,电气设备
浙江天宏锂电股份有限公司,光伏、储能与新能源设备
抚顺特殊钢股份有限公司,金属与基础材料
常州强力电子新材料股份有限公司,化工与新材料
成都华神科技集团股份有限公司,医药与原料药制造
山东信通电子股份有限公司,电子元器件
深圳市杰普特光电股份有限公司,半导体
浙江宏鑫科技股份有限公司,汽车零部件
博众精工科技股份有限公司,机械设备
浙江晨光电缆股份有限公司,电气设备
浙江帕瓦新能源股份有限公司,光伏、储能与新能源设备
振宏重工(江苏)股份有限公司,金属与基础材料
广东丸美生物技术股份有限公司,化工与新材料
成都圣诺生物科技股份有限公司,医药与原料药制造
山东新北洋信息技术股份有限公司,电子元器件
深圳市民德电子科技股份有限公司,半导体
浙江富特科技股份有限公司,汽车零部件
厚普清洁能源(集团)股份有限公司,机械设备
浙江比依电器股份有限公司,电气设备
浙江德宏汽车电子电器股份有限公司,光伏、储能与新能源设备
攀枝花秉扬科技股份有限公司,金属与基础材料
广东宇新能源科技股份有限公司,化工与新材料
成都康华生物制品股份有限公司,医药与原料药制造
山东春光科技集团股份有限公司,电子元器件
深圳市汇顶科技股份有限公司,半导体
浙江捷众科技股份有限公司,汽车零部件
厦门中创环保科技股份有限公司,机械设备
浙江盛洋科技股份有限公司,电气设备
浙江恒威电池股份有限公司,光伏、储能与新能源设备
攀钢集团钒钛资源股份有限公司,金属与基础材料
广东广康生化科技股份有限公司,化工与新材料
成都康弘药业集团股份有限公司,医药与原料药制造
崇达技术股份有限公司,电子元器件
深圳市江波龙电子股份有限公司,半导体
浙江斯菱智能驱动集团股份有限公司,汽车零部件
厦门厦工机械股份有限公司,机械设备
浙江美大实业股份有限公司,电气设备
浙江晨丰科技股份有限公司,光伏、储能与新能源设备
新余钢铁股份有限公司,金属与基础材料
广东德美精细化工集团股份有限公司,化工与新材料
成都欧康医药股份有限公司,医药与原料药制造
常州中英科技股份有限公司,电子元器件
深圳市深科达智能装备股份有限公司,半导体
浙江松原汽车安全系统股份有限公司,汽车零部件
厦门思泰克智能科技股份有限公司,机械设备
浙江美硕电气科技股份有限公司,电气设备
浙江杭可科技股份有限公司,光伏、储能与新能源设备
新兴铸管股份有限公司,金属与基础材料
广东惠云钛业股份有限公司,化工与新材料
成都欧林生物科技股份有限公司,医药与原料药制造
常州澳弘电子股份有限公司,电子元器件
深圳市澄天伟业科技股份有限公司,半导体
浙江正裕工业股份有限公司,汽车零部件
厦门鼎熔岩科技股份有限公司,机械设备
浙江苏泊尔股份有限公司,电气设备
浙江正泰电器股份有限公司,光伏、储能与新能源设备
新疆八一钢铁股份有限公司,金属与基础材料
广东红墙新材料股份有限公司,化工与新材料
成都苑东生物制药股份有限公司,医药与原料药制造
广东世运电路科技股份有限公司,电子元器件
深圳市联得自动化装备股份有限公司,半导体
浙江泰鸿万立科技股份有限公司,汽车零部件
双飞无油轴承集团股份有限公司,机械设备
浙江长城电工科技股份有限公司,电气设备
浙江海盐力源环保科技股份有限公司,光伏、储能与新能源设备
新疆合金投资股份有限公司,金属与基础材料
广东美联新材料股份有限公司,化工与新材料
拓新药业集团股份有限公司,医药与原料药制造
广东九联科技股份有限公司,电子元器件
深圳市鑫汇科股份有限公司,半导体
浙江科马摩擦材料股份有限公司,汽车零部件
合肥井松智能科技股份有限公司,机械设备
浙江阳光照明电器集团股份有限公司,电气设备
浙江艾罗网络能源技术股份有限公司,光伏、储能与新能源设备
新疆国统管道股份有限公司,金属与基础材料
广东芭薇生物科技股份有限公司,化工与新材料
振德医疗用品股份有限公司,医药与原料药制造
广东依顿电子科技股份有限公司,电子元器件
深圳市铂科新材料股份有限公司,半导体
浙江美力科技股份有限公司,汽车零部件
合肥合锻智能制造股份有限公司,机械设备
海信家电集团股份有限公司,电气设备
浙江艾能聚光伏科技股份有限公司,光伏、储能与新能源设备
新疆青松建材化工集团股份有限公司,金属与基础材料
广州三孚新材料科技股份有限公司,化工与新材料
新天地药业股份有限公司,医药与原料药制造
广东华特气体股份有限公司,电子元器件
深圳市领先半导体科技产业股份有限公司,半导体
浙江跃岭股份有限公司,汽车零部件
合肥工大高科信息科技股份有限公司,机械设备
海尔智家股份有限公司,电气设备
浙江野马电池股份有限公司,光伏、储能与新能源设备
方大炭素新材料科技股份有限公司,金属与基础材料
广州凌玮科技股份有限公司,化工与新材料
无锡晶海氨基酸股份有限公司,医药与原料药制造
广东华锋新能源科技股份有限公司,电子元器件
深圳市龙图光罩股份有限公司,半导体
浙江金固股份有限公司,汽车零部件
合肥江航飞机装备股份有限公司,机械设备
海洋王照明科技股份有限公司,电气设备
海南金盘智能科技股份有限公司,光伏、储能与新能源设备
方大特钢科技股份有限公司,金属与基础材料
广州慧谷新材料科技股份有限公司,化工与新材料
昆药集团股份有限公司,医药与原料药制造
广东嘉元科技股份有限公司,电子元器件
深圳新益昌科技股份有限公司,半导体
浙江银轮机械股份有限公司,汽车零部件
合肥泰禾智能科技集团股份有限公司,机械设备
深圳市优优绿能股份有限公司,电气设备
海南钧达新能源科技股份有限公司,光伏、储能与新能源设备
方大集团股份有限公司,金属与基础材料
广州集泰化工股份有限公司,化工与新材料
普洛药业股份有限公司,医药与原料药制造
广东安居宝数码科技股份有限公司,电子元器件
深圳英集芯科技股份有限公司,半导体
浙江黎明智造股份有限公司,汽车零部件
合肥美亚光电技术股份有限公司,机械设备
深圳市倍轻松科技股份有限公司,电气设备
海螺(安徽)节能环保新材料股份有限公司,光伏、储能与新能源设备
无锡化工装备股份有限公司,金属与基础材料
康达新材料(集团)股份有限公司,化工与新材料
普莱柯生物工程股份有限公司,医药与原料药制造
广东弘景光电科技股份有限公司,电子元器件
深圳长城开发科技股份有限公司,半导体
海联金汇科技股份有限公司,汽车零部件
合肥芯碁微电子装备股份有限公司,机械设备
深圳市兆威机电股份有限公司,电气设备
深圳可立克科技股份有限公司,光伏、储能与新能源设备
无锡派克新材料科技股份有限公司,金属与基础材料
开滦能源化工股份有限公司,化工与新材料
杭州博拓生物科技股份有限公司,医药与原料药制造
广东思泉新材料股份有限公司,电子元器件
湖北台基半导体股份有限公司,半导体
海马汽车股份有限公司,汽车零部件
君禾泵业股份有限公司,机械设备
深圳市凯中精密技术股份有限公司,电气设备
深圳奥特迅电力设备股份有限公司,光伏、储能与新能源设备
无锡海达尔精密滑轨股份有限公司,金属与基础材料
彤程新材料集团股份有限公司,化工与新材料
杭州天目山药业股份有限公司,医药与原料药制造
广东惠伦晶体科技股份有限公司,电子元器件
湖北菲利华石英玻璃股份有限公司,半导体
深圳威迈斯新能源(集团)股份有限公司,汽车零部件
哈尔滨博实自动化股份有限公司,机械设备
深圳市北鼎晶辉科技股份有限公司,电气设备
深圳市信宇人科技股份有限公司,光伏、储能与新能源设备
昇兴集团股份有限公司,金属与基础材料
恒力石化股份有限公司,化工与新材料
杭州奥泰生物技术股份有限公司,医药与原料药制造
广东惠威电声科技股份有限公司,电子元器件
湖北鼎龙控股股份有限公司,半导体
深圳欣锐科技股份有限公司,汽车零部件
哈尔滨国铁科技集团股份有限公司,机械设备
深圳市实益达科技股份有限公司,电气设备
深圳市华宝新能源股份有限公司,光伏、储能与新能源设备
明光瑞尔竞达科技股份有限公司,金属与基础材料
惠州仁信新材料股份有限公司,化工与新材料
杭州安旭生物科技股份有限公司,医药与原料药制造
广东新劲刚科技股份有限公司,电子元器件
湖南国科微电子股份有限公司,半导体
渤海汽车系统股份有限公司,汽车零部件
哈尔滨岛田大鹏工业股份有限公司,机械设备
深圳市汇川技术股份有限公司,电气设备
深圳市同洲电子股份有限公司,光伏、储能与新能源设备
有研粉末新材料股份有限公司,金属与基础材料
惠柏新材料科技(上海)股份有限公司,化工与新材料
杭州民生健康药业股份有限公司,医药与原料药制造
广东朝阳电子科技股份有限公司,电子元器件
澜起科技股份有限公司,半导体
温州市冠盛汽车零部件集团股份有限公司,汽车零部件
哈尔滨空调股份有限公司,机械设备
深圳市禾望电气股份有限公司,电气设备
深圳市尚水智能股份有限公司,光伏、储能与新能源设备
有研金属复合材料(北京)股份公司,金属与基础材料
成都硅宝科技股份有限公司,化工与新材料
株洲千金药业股份有限公司,医药与原料药制造
广东格林精密部件股份有限公司,电子元器件
炬芯科技股份有限公司,半导体
湖北华阳汽车变速系统股份有限公司,汽车零部件
唐山冀东装备工程股份有限公司,机械设备
深圳市联域光电股份有限公司,电气设备
深圳市崧盛电子股份有限公司,光伏、储能与新能源设备
本钢板材股份有限公司,金属与基础材料
扬州晨化新材料股份有限公司,化工与新材料
桂林三金药业股份有限公司,医药与原料药制造
广东欧莱高新材料股份有限公司,电子元器件
烟台睿创微纳技术股份有限公司,半导体
湖北开特汽车电子电器系统股份有限公司,汽车零部件
四川优机实业股份有限公司,机械设备
深圳市英可瑞科技股份有限公司,电气设备
深圳市德方纳米科技股份有限公司,光伏、储能与新能源设备
杨凌美畅新材料股份有限公司,金属与基础材料
扬帆新材料(浙江)股份有限公司,化工与新材料
桂林莱茵生物科技股份有限公司,医药与原料药制造
广东汕头超声电子股份有限公司,电子元器件
珠海全志科技股份有限公司,半导体
湖南天雁机械股份有限公司,汽车零部件
四川川润股份有限公司,机械设备
深圳市首航新能源股份有限公司,电气设备
深圳市德赛电池科技股份有限公司,光伏、储能与新能源设备
杭州华光焊接新材料股份有限公司,金属与基础材料
拉芳家化股份有限公司,化工与新材料
武汉回盛生物科技股份有限公司,医药与原料药制造
广东瑞德智能科技股份有限公司,电子元器件
珠海航宇微科技股份有限公司,半导体
湖南美湖智造股份有限公司,汽车零部件
四川港通医疗设备集团股份有限公司,机械设备
深圳民爆光电股份有限公司,电气设备
深圳市拓日新能源科技股份有限公司,光伏、储能与新能源设备
杭州大地海洋环保股份有限公司,金属与基础材料
新东方新材料股份有限公司,化工与新材料
武汉明德生物科技股份有限公司,医药与原料药制造
广东甘化科工股份有限公司,电子元器件
瑞芯微电子股份有限公司,半导体
滁州多利汽车科技股份有限公司,汽车零部件
四川省自贡运输机械集团股份有限公司,机械设备
深圳爱克莱特科技股份有限公司,电气设备
深圳市振邦智能科技股份有限公司,光伏、储能与新能源设备
杭州屹通新材料股份有限公司,金属与基础材料
新乡市瑞丰新材料股份有限公司,化工与新材料
武汉海特生物制药股份有限公司,医药与原料药制造
广东生益科技股份有限公司,电子元器件
甬矽电子(宁波)股份有限公司,半导体
潍柴动力股份有限公司,汽车零部件
四川科新机电股份有限公司,机械设备
深圳科士达科技股份有限公司,电气设备
深圳市新星轻合金材料股份有限公司,光伏、储能与新能源设备
杭州巨星科技股份有限公司,金属与基础材料
新亚强硅化学股份有限公司,化工与新材料
武汉禾元生物科技股份有限公司,医药与原料药制造
广东盛路通信科技股份有限公司,电子元器件
盛美半导体设备(上海)股份有限公司,半导体
烟台亚通精工机械股份有限公司,汽车零部件
四川蜀道装备科技股份有限公司,机械设备
深圳金信诺高新技术股份有限公司,电气设备
深圳市星源材质科技股份有限公司,光伏、储能与新能源设备
杭州钢铁股份有限公司,金属与基础材料
新洋丰农业科技股份有限公司,化工与新材料
武汉科前生物股份有限公司,医药与原料药制造
广东科翔电子科技股份有限公司,电子元器件
矽电半导体设备(深圳)股份有限公司,半导体
爱柯迪股份有限公司,汽车零部件
四川西南交大铁路发展股份有限公司,机械设备
温州宏丰电工合金股份有限公司,电气设备
深圳市盛弘电气股份有限公司,光伏、储能与新能源设备
杭萧钢构股份有限公司,金属与基础材料
新疆中泰化学股份有限公司,化工与新材料
汉商集团股份有限公司,医药与原料药制造
广东纳睿雷达科技股份有限公司,电子元器件
紫光国芯微电子股份有限公司,半导体
珠海英搏尔电气股份有限公司,汽车零部件
国安达股份有限公司,机械设备
温州聚星科技股份有限公司,电气设备
深圳市科信通信技术股份有限公司,光伏、储能与新能源设备
柳州钢铁股份有限公司,金属与基础材料
新疆天业股份有限公司,化工与新材料
江苏亚虹医药科技股份有限公司,医药与原料药制造
广东美信科技股份有限公司,电子元器件
美芯晟科技(北京)股份有限公司,半导体
神通科技集团股份有限公司,汽车零部件
国机精工集团股份有限公司,机械设备
湖北久量股份有限公司,电气设备
深圳市科达利实业股份有限公司,光伏、储能与新能源设备
株洲冶炼集团股份有限公司,金属与基础材料
新疆雪峰科技(集团)股份有限公司,化工与新材料
江苏华兰药用新材料股份有限公司,医药与原料药制造
广东莱尔新材料科技股份有限公司,电子元器件
翰博高新材料(合肥)股份有限公司,半导体
祥鑫科技股份有限公司,汽车零部件
国机通用机械科技股份有限公司,机械设备
湖南华菱线缆股份有限公司,电气设备
深圳市科陆电子科技股份有限公司,光伏、储能与新能源设备
株洲华锐精密工具股份有限公司,金属与基础材料
无锡洪汇新材料科技股份有限公司,化工与新材料
江苏南方卫材医药股份有限公司,医药与原料药制造
广东辰奕智能科技股份有限公司,电子元器件
翱捷科技股份有限公司,半导体
科华控股股份有限公司,汽车零部件
国机重型装备集团股份有限公司,机械设备
湖南广信科技股份有限公司,电气设备
深圳市英威腾电气股份有限公司,光伏、储能与新能源设备
株洲旗滨集团股份有限公司,金属与基础材料
无锡阿科力科技股份有限公司,化工与新材料
江苏吉贝尔药业股份有限公司,医药与原料药制造
广东通宇通讯股份有限公司,电子元器件
聚光科技(杭州)股份有限公司,半导体
科博达技术股份有限公司,汽车零部件
大博医疗科技股份有限公司,机械设备
湘潭电机股份有限公司,电气设备
深圳市英维克科技股份有限公司,光伏、储能与新能源设备
株洲欧科亿数控精密刀具股份有限公司,金属与基础材料
昆山亚香香料股份有限公司,化工与新材料
江苏四环生物股份有限公司,医药与原料药制造
广东风华高新科技股份有限公司,电子元器件
聚灿光电科技股份有限公司,半导体
精进电动科技股份有限公司,汽车零部件
大族激光科技产业集团股份有限公司,机械设备
澳柯玛股份有限公司,电气设备
深圳市豪鹏科技股份有限公司,光伏、储能与新能源设备
格林美股份有限公司,金属与基础材料
昆明川金诺化工股份有限公司,化工与新材料
江苏康为世纪生物科技股份有限公司,医药与原料药制造
广东骏亚电子科技股份有限公司,电子元器件
聚辰半导体股份有限公司,半导体
纳百川新能源股份有限公司,汽车零部件
大连智云自动化装备股份有限公司,机械设备
火星人厨具股份有限公司,电气设备
深圳市赢合科技股份有限公司,光伏、储能与新能源设备
永杰新材料股份有限公司,金属与基础材料
昊华化工科技集团股份有限公司,化工与新材料
江苏康缘药业股份有限公司,医药与原料药制造
广东魅视科技股份有限公司,电子元器件
芯海科技(深圳)股份有限公司,半导体
航天科技控股集团股份有限公司,汽车零部件
大连汇隆活塞股份有限公司,机械设备
特变电工股份有限公司,电气设备
深圳市超频三科技股份有限公司,光伏、储能与新能源设备
汕头万顺新材集团股份有限公司,金属与基础材料
易普力股份有限公司,化工与新材料
江苏德源药业股份有限公司,医药与原料药制造
广州中海达卫星导航技术股份有限公司,电子元器件
芯联集成电路制造股份有限公司,半导体
芜湖三联锻造股份有限公司,汽车零部件
大连美德乐工业自动化股份有限公司,机械设备
珠海拾比佰彩图板股份有限公司,电气设备
深圳市长方集团股份有限公司,光伏、储能与新能源设备
江苏丽岛新材料股份有限公司,金属与基础材料
星辉环保材料股份有限公司,化工与新材料
江苏恒瑞医药股份有限公司,医药与原料药制造
广州天赐高新材料股份有限公司,电子元器件
苏州华兴源创科技股份有限公司,半导体
芜湖伯特利汽车安全系统股份有限公司,汽车零部件
大连豪森智能制造股份有限公司,机械设备
珠海格力电器股份有限公司,电气设备
深圳市雄韬电源科技股份有限公司,光伏、储能与新能源设备
江苏九鼎新材料股份有限公司,金属与基础材料
杭华油墨股份有限公司,化工与新材料
江苏恩华药业股份有限公司,医药与原料药制造
广州广合科技股份有限公司,电子元器件
苏州固锝电子股份有限公司,半导体
芜湖福赛科技股份有限公司,汽车零部件
天地科技股份有限公司,机械设备
石家庄科林电气股份有限公司,电气设备
深圳拓邦股份有限公司,光伏、储能与新能源设备
江苏亚太轻合金科技股份有限公司,金属与基础材料
杭州凯大催化金属材料股份有限公司,化工与新材料
江苏森萱医药股份有限公司,医药与原料药制造
广州广哈通信股份有限公司,电子元器件
苏州天准科技股份有限公司,半导体
苏州众捷汽车零部件股份有限公司,汽车零部件
天津九安医疗电子股份有限公司,机械设备
石家庄通合电子科技股份有限公司,电气设备
清源科技股份有限公司,光伏、储能与新能源设备
江苏凯伦建材股份有限公司,金属与基础材料
杭州格林达电子材料股份有限公司,化工与新材料
江苏浩欧博生物医药股份有限公司,医药与原料药制造
广州广钢气体能源股份有限公司,电子元器件
苏州晶方半导体科技股份有限公司,半导体
苏州汇川联合动力系统股份有限公司,汽车零部件
天津凯发电气股份有限公司,机械设备
神驰机电股份有限公司,电气设备
温州意华接插件股份有限公司,光伏、储能与新能源设备
江苏利通电子股份有限公司,金属与基础材料
杭州福莱蒽特股份有限公司,化工与新材料
江苏爱舍伦医疗科技集团股份有限公司,医药与原料药制造
广州方邦电子股份有限公司,电子元器件
苏州珂玛材料科技股份有限公司,半导体
苏州金鸿顺汽车部件股份有限公司,汽车零部件
天津捷强动力装备股份有限公司,机械设备
福华尚纬股份有限公司,电气设备
湖北万润新能源科技股份有限公司,光伏、储能与新能源设备
江苏华宏科技股份有限公司,金属与基础材料
松井新材料集团股份有限公司,化工与新材料
江苏硕世生物科技股份有限公司,医药与原料药制造
广州海格通信集团股份有限公司,电子元器件
苏州联讯仪器股份有限公司,半导体
苏州骏创汽车科技股份有限公司,汽车零部件
天津美腾科技股份有限公司,机械设备
福建南平太阳电缆股份有限公司,电气设备
湖北京山轻工机械股份有限公司,光伏、储能与新能源设备
江苏吉鑫风能科技股份有限公司,金属与基础材料
柳州两面针股份有限公司,化工与新材料
江苏联环药业股份有限公司,医药与原料药制造
广州瑞立科密汽车电子股份有限公司,电子元器件
苏州锴威特半导体股份有限公司,半导体
蓝黛科技集团股份有限公司,汽车零部件
天津膜天膜科技集团股份有限公司,机械设备
福达新材料集团股份有限公司,电气设备
湖南中科电气股份有限公司,光伏、储能与新能源设备
江苏图南合金股份有限公司,金属与基础材料
柳州化工股份有限公司,化工与新材料
江苏艾迪药业集团股份有限公司,医药与原料药制造
广州视声智能股份有限公司,电子元器件
苏州长光华芯光电技术股份有限公司,半导体
襄阳汽车轴承股份有限公司,汽车零部件
天津赛象科技股份有限公司,机械设备
科力尔电机集团股份有限公司,电气设备
湖南华民控股集团股份有限公司,光伏、储能与新能源设备
江苏天工科技股份有限公司,金属与基础材料
株洲飞鹿高新材料技术股份有限公司,化工与新材料
江苏诺泰澳赛诺生物制药股份有限公司,医药与原料药制造
广州视源电子科技股份有限公司,电子元器件
西安派瑞功率半导体变流技术股份有限公司,半导体
襄阳长源东谷实业股份有限公司,汽车零部件
天津长荣科技集团股份有限公司,机械设备
科润智能控制股份有限公司,电气设备
湖南海利化工股份有限公司,光伏、储能与新能源设备
江苏宏德特种部件股份有限公司,金属与基础材料
水羊集团股份有限公司,化工与新材料
江苏金迪克生物技术股份有限公司,医药与原料药制造
广州通达汽车电气股份有限公司,电子元器件
西安炬光科技股份有限公司,半导体
西上海汽车服务股份有限公司,汽车零部件
天海融合防务装备技术股份有限公司,机械设备
积成电子股份有限公司,电气设备
湖南科力远新能源股份有限公司,光伏、储能与新能源设备
江苏常宝钢管股份有限公司,金属与基础材料
永悦科技股份有限公司,化工与新材料
江西同和药业股份有限公司,医药与原料药制造
广电运通集团股份有限公司,电子元器件
西藏高争民爆股份有限公司,半导体
许昌远东传动轴股份有限公司,汽车零部件
天臣国际医疗科技股份有限公司,机械设备
立达信物联科技股份有限公司,电气设备
湖南裕能新能源电池材料股份有限公司,光伏、储能与新能源设备
江苏常铝铝业集团股份有限公司,金属与基础材料
江苏三房巷聚材股份有限公司,化工与新材料
江西富祥药业股份有限公司,医药与原料药制造
广西天山电子股份有限公司,电子元器件
诚志股份有限公司,半导体
贵州贵航汽车零部件股份有限公司,汽车零部件
太原重工股份有限公司,机械设备
红相股份有限公司,电气设备
湖南领湃科技集团股份有限公司,光伏、储能与新能源设备
江苏晶雪节能科技股份有限公司,金属与基础材料
江苏东方盛虹股份有限公司,化工与新材料
江西新赣江药业股份有限公司,医药与原料药制造
彩虹显示器件股份有限公司,电子元器件
豪威集成电路(集团)股份有限公司,半导体
赛力斯集团股份有限公司,汽车零部件
奕瑞电子科技集团股份有限公司,机械设备
美的集团股份有限公司,电气设备
湘潭电化科技股份有限公司,光伏、储能与新能源设备
江苏武进不锈股份有限公司,金属与基础材料
江苏中旗科技股份有限公司,化工与新材料
沈阳兴齐眼药股份有限公司,医药与原料药制造
影石创新科技股份有限公司,电子元器件
贵州振华风光半导体股份有限公司,半导体
超捷紧固系统(上海)股份有限公司,汽车零部件
奥美森智能装备股份有限公司,机械设备
胜业电气股份有限公司,电气设备
烟台龙源电力技术股份有限公司,光伏、储能与新能源设备
江苏沙钢股份有限公司,金属与基础材料
江苏中晟高科环境股份有限公司,化工与新材料
河北常山生化药业股份有限公司,医药与原料药制造
思创智联科技股份有限公司,电子元器件
通富微电子股份有限公司,半导体
辽宁曙光汽车集团股份有限公司,汽车零部件
威海克莱特菲尔风机股份有限公司,机械设备
舟山晨光电机股份有限公司,电气设备
珈伟新能源股份有限公司,光伏、储能与新能源设备
江苏法尔胜股份有限公司,金属与基础材料
江苏丰山集团股份有限公司,化工与新材料
河南太龙药业股份有限公司,医药与原料药制造
恒为科技(上海)股份有限公司,电子元器件
重庆美利信科技股份有限公司,半导体
重庆千里科技股份有限公司,汽车零部件
威海华东数控股份有限公司,机械设备
苏州未来电器股份有限公司,电气设备
珠海冠宇电池股份有限公司,光伏、储能与新能源设备
江苏秀强玻璃工艺股份有限公司,金属与基础材料
江苏亚邦染料股份有限公司,化工与新材料
河南羚锐制药股份有限公司,医药与原料药制造
恒宇信通航空装备(北京)股份有限公司,电子元器件
锦州神工半导体股份有限公司,半导体
重庆新铝时代科技股份有限公司,汽车零部件
威海广泰空港设备股份有限公司,机械设备
苏州欧圣电气股份有限公司,电气设备
甘肃金刚光伏股份有限公司,光伏、储能与新能源设备
江苏长海复合材料股份有限公司,金属与基础材料
江苏华昌化工股份有限公司,化工与新材料
津药药业股份有限公司,医药与原料药制造
恒宝股份有限公司,电子元器件
闻泰科技股份有限公司,半导体
重庆溯联塑胶股份有限公司,汽车零部件
威马农机股份有限公司,机械设备
苏州禾盛新型材料股份有限公司,电气设备
石大胜华新材料集团股份有限公司,光伏、储能与新能源设备
江苏隆达超合金股份有限公司,金属与基础材料
江苏天奈科技股份有限公司,化工与新材料
津药达仁堂集团股份有限公司,医药与原料药制造
恒银金融科技股份有限公司,电子元器件
陕西斯瑞新材料股份有限公司,半导体
重庆秦安机电股份有限公司,汽车零部件
宁波东力股份有限公司,机械设备
苏州西典新能源电气股份有限公司,电气设备
石家庄尚太科技股份有限公司,光伏、储能与新能源设备
江苏鼎胜新能源材料股份有限公司,金属与基础材料
江苏宝利国际投资股份有限公司,化工与新材料
派斯双林生物制药股份有限公司,医药与原料药制造
惠州中京电子科技股份有限公司,电子元器件
陕西源杰半导体科技股份有限公司,半导体
重庆至信实业股份有限公司,汽车零部件
宁波中大力德智能传动股份有限公司,机械设备
莱克电气股份有限公司,电气设备
福建星云电子股份有限公司,光伏、储能与新能源设备
江西万年青水泥股份有限公司,金属与基础材料
江苏富淼科技股份有限公司,化工与新材料
济南高新发展股份有限公司,医药与原料药制造
惠州光弘科技股份有限公司,电子元器件
青岛东软载波科技股份有限公司,半导体
